Step,BulletID,Team,X,Y,Heading
119,32,1,213.7,255.6,18.4
119,33,1,632.3,341.7,309.5
119,34,0,485.4,195.0,58.0
119,35,0,314.6,605.0,238.0
119,36,0,265.1,223.6,358.0
119,37,1,413.6,508.6,355.3
120,29,0,637.4,183.9,82.0
120,30,0,162.6,616.1,262.0
120,31,0,331.6,86.4,22.0
120,32,1,218.5,241.4,18.4
120,33,1,620.7,332.2,309.5
120,34,0,498.1,187.0,58.0
120,35,0,301.9,613.0,238.0
120,36,0,264.6,208.6,358.0
120,37,1,412.4,493.7,355.3
121,29,0,652.2,181.8,82.0
121,30,0,147.8,618.2,262.0
121,31,0,337.2,72.5,22.0
121,32,1,223.2,227.1,18.4
121,33,1,609.2,322.7,309.5
121,34,0,510.8,179.1,58.0
121,35,0,289.2,620.9,238.0
121,36,0,264.1,193.6,358.0
121,37,1,411.1,478.7,355.3
122,29,0,667.1,179.7,82.0
122,30,0,132.9,620.3,262.0
122,31,0,342.8,58.6,22.0
122,32,1,227.9,212.9,18.4
122,33,1,597.6,313.1,309.5
122,34,0,523.5,171.1,58.0
122,35,0,276.5,628.9,238.0
122,36,0,263.6,178.6,358.0
122,37,1,409.9,463.8,355.3
123,29,0,681.9,177.7,82.0
123,30,0,118.1,622.3,262.0
123,31,0,348.4,44.7,22.0
123,32,1,232.7,198.7,18.4
123,33,1,586.0,303.6,309.5
123,34,0,536.3,163.2,58.0
123,35,0,263.7,636.8,238.0
123,36,0,263.1,163.6,358.0
123,37,1,408.6,448.8,355.3
124,29,0,696.8,175.6,82.0
124,30,0,103.2,624.4,262.0
124,31,0,354.0,30.8,22.0
124,32,1,237.4,184.4,18.4
124,33,1,574.5,294.0,309.5
124,34,0,549.0,155.3,58.0
124,35,0,251.0,644.7,238.0
124,36,0,262.5,148.6,358.0
124,37,1,407.4,433.9,355.3
124,38,1,79.4,417.4,28.2
125,29,0,711.6,173.5,82.0
125,30,0,88.4,626.5,262.0
125,31,0,359.7,16.8,22.0
125,32,1,242.1,170.2,18.4
125,33,1,562.9,284.5,309.5
125,34,0,561.7,147.3,58.0
125,35,0,238.3,652.7,238.0
125,36,0,262.0,133.6,358.0
125,37,1,406.2,418.9,355.3
125,38,1,86.5,404.1,28.2
126,29,0,726.5,171.4,82.0
126,30,0,73.5,628.6,262.0
126,31,0,365.3,2.9,22.0
126,32,1,246.9,156.0,18.4
126,33,1,551.3,274.9,309.5
126,34,0,574.4,139.4,58.0
126,35,0,225.6,660.6,238.0
126,36,0,261.5,118.6,358.0
126,37,1,404.9,404.0,355.3
126,38,1,93.6,390.9,28.2
127,29,0,741.4,169.3,82.0
127,30,0,58.6,630.7,262.0
127,32,1,251.6,141.7,18.4
127,33,1,539.7,265.4,309.5
127,34,0,587.1,131.4,58.0
127,35,0,212.9,668.6,238.0
127,36,0,261.0,103.6,358.0
127,37,1,403.7,389.1,355.3
127,38,1,100.7,377.7,28.2
128,29,0,756.2,167.2,82.0
128,30,0,43.8,632.8,262.0
128,32,1,256.3,127.5,18.4
128,33,1,528.2,255.8,309.5
128,34,0,599.9,123.5,58.0
128,35,0,200.1,676.5,238.0
128,36,0,260.4,88.6,358.0
128,37,1,402.5,374.1,355.3
128,38,1,107.7,364.5,28.2
129,29,0,771.1,165.1,82.0
129,30,0,28.9,634.9,262.0
129,32,1,261.1,113.3,18.4
129,33,1,516.6,246.3,309.5
129,34,0,612.6,115.5,58.0
129,35,0,187.4,684.5,238.0
129,36,0,259.9,73.7,358.0
129,37,1,401.2,359.2,355.3
129,38,1,114.8,351.2,28.2
129,39,1,656.8,400.9,318.2
130,29,0,785.9,163.0,82.0
130,30,0,14.1,637.0,262.0
130,32,1,265.8,99.1,18.4
130,33,1,505.0,236.7,309.5
130,34,0,625.3,107.6,58.0
130,35,0,174.7,692.4,238.0
130,36,0,259.4,58.7,358.0
130,37,1,400.0,344.2,355.3
130,38,1,121.9,338.0,28.2
130,39,1,646.8,389.7,318.2
130,40,0,506.9,293.7,30.0
130,41,0,293.1,506.3,210.0
130,42,0,361.4,254.3,330.0
131,32,1,270.6,84.8,18.4
131,33,1,493.5,227.2,309.5
131,34,0,638.0,99.6,58.0
131,35,0,162.0,700.4,238.0
131,36,0,258.9,43.7,358.0
131,37,1,398.7,329.3,355.3
131,38,1,129.0,324.8,28.2
131,39,1,636.8,378.5,318.2
131,40,0,514.4,280.7,30.0
131,41,0,285.6,519.3,210.0
131,42,0,353.9,241.3,330.0
132,32,1,275.3,70.6,18.4
132,33,1,481.9,217.6,309.5
132,34,0,650.7,91.7,58.0
132,35,0,149.3,708.3,238.0
132,36,0,258.3,28.7,358.0
132,37,1,397.5,314.3,355.3
132,38,1,136.1,311.6,28.2
132,39,1,626.8,367.3,318.2
132,40,0,521.9,267.7,30.0
132,41,0,278.1,532.3,210.0
132,42,0,346.4,228.3,330.0
132,43,1,449.5,626.7,4.5
133,32,1,280.0,56.4,18.4
133,33,1,470.3,208.1,309.5
133,34,0,663.5,83.7,58.0
133,35,0,136.5,716.3,238.0
133,36,0,257.8,13.7,358.0
133,37,1,396.3,299.4,355.3
133,38,1,143.2,298.3,28.2
133,39,1,616.8,356.2,318.2
133,40,0,529.4,254.7,30.0
133,41,0,270.6,545.3,210.0
133,42,0,338.9,215.3,330.0
133,43,1,450.6,611.8,4.5
134,32,1,284.8,42.1,18.4
134,33,1,458.8,198.5,309.5
134,34,0,676.2,75.8,58.0
134,35,0,123.8,724.2,238.0
134,38,1,150.2,285.1,28.2
134,39,1,606.8,345.0,318.2
134,40,0,536.9,241.7,30.0
134,41,0,263.1,558.3,210.0
134,42,0,331.4,202.3,330.0
134,43,1,451.8,596.8,4.5
135,32,1,289.5,27.9,18.4
135,33,1,447.2,189.0,309.5
135,34,0,688.9,67.8,58.0
135,35,0,111.1,732.2,238.0
135,38,1,157.3,271.9,28.2
135,39,1,596.7,333.8,318.2
135,40,0,544.4,228.7,30.0
135,41,0,255.6,571.3,210.0
135,42,0,323.9,189.3,330.0
135,43,1,453.0,581.9,4.5
136,32,1,294.2,13.7,18.4
136,33,1,435.6,179.4,309.5
136,34,0,701.6,59.9,58.0
136,35,0,98.4,740.1,238.0
136,38,1,164.4,258.7,28.2
136,39,1,586.7,322.6,318.2
136,40,0,551.9,215.7,30.0
136,41,0,248.1,584.3,210.0
136,42,0,316.4,176.3,330.0
136,43,1,454.2,566.9,4.5
137,33,1,424.1,169.9,309.5
137,34,0,714.3,51.9,58.0
137,35,0,85.7,748.1,238.0
137,38,1,171.5,245.5,28.2
137,39,1,576.7,311.5,318.2
137,40,0,559.4,202.8,30.0
137,41,0,240.6,597.2,210.0
137,42,0,308.9,163.4,330.0
137,43,1,455.3,552.0,4.5
138,33,1,412.5,160.3,309.5
138,34,0,727.1,44.0,58.0
138,35,0,72.9,756.0,238.0
138,38,1,178.6,232.2,28.2
138,39,1,566.7,300.3,318.2
138,40,0,566.9,189.8,30.0
138,41,0,233.1,610.2,210.0
138,42,0,301.4,150.4,330.0
138,43,1,456.5,537.0,4.5
139,33,1,400.9,150.8,309.5
139,34,0,739.8,36.0,58.0
139,35,0,60.2,764.0,238.0
139,38,1,185.6,219.0,28.2
139,39,1,556.7,289.1,318.2
139,40,0,574.4,176.8,30.0
139,41,0,225.6,623.2,210.0
139,42,0,293.9,137.4,330.0
139,43,1,457.7,522.1,4.5
140,33,1,389.4,141.2,309.5
140,34,0,752.5,28.1,58.0
140,35,0,47.5,771.9,238.0
140,38,1,192.7,205.8,28.2
140,39,1,546.7,277.9,318.2
140,40,0,581.9,163.8,30.0
140,41,0,218.1,636.2,210.0
140,42,0,286.4,124.4,330.0
140,43,1,458.9,507.1,4.5
140,44,1,165.2,420.2,74.0
141,33,1,377.8,131.7,309.5
141,34,0,765.2,20.1,58.0
141,35,0,34.8,779.9,238.0
141,38,1,199.8,192.6,28.2
141,39,1,536.7,266.7,318.2
141,40,0,589.4,150.8,30.0
141,41,0,210.6,649.2,210.0
141,42,0,278.9,111.4,330.0
141,43,1,460.0,492.1,4.5
141,44,1,179.6,416.1,74.0
142,33,1,366.2,122.1,309.5
142,34,0,778.0,12.2,58.0
142,35,0,22.0,787.8,238.0
142,38,1,206.9,179.3,28.2
142,39,1,526.7,255.6,318.2
142,40,0,596.9,137.8,30.0
142,41,0,203.1,662.2,210.0
142,42,0,271.4,98.4,330.0
142,43,1,461.2,477.2,4.5
142,44,1,194.1,411.9,74.0
143,33,1,354.7,112.6,309.5
143,34,0,790.7,4.2,58.0
143,35,0,9.3,795.8,238.0
143,38,1,214.0,166.1,28.2
143,39,1,516.7,244.4,318.2
143,40,0,604.4,124.8,30.0
143,41,0,195.6,675.2,210.0
143,42,0,263.9,85.4,330.0
143,43,1,462.4,462.2,4.5
143,44,1,208.5,407.8,74.0
144,33,1,343.1,103.0,309.5
144,38,1,221.1,152.9,28.2
144,39,1,506.7,233.2,318.2
144,40,0,611.9,111.8,30.0
144,41,0,188.1,688.2,210.0
144,42,0,256.4,72.4,330.0
144,43,1,463.6,447.3,4.5
144,44,1,222.9,403.7,74.0
145,33,1,331.5,93.5,309.5
145,38,1,228.1,139.7,28.2
145,39,1,496.7,222.0,318.2
145,40,0,619.4,98.8,30.0
145,41,0,180.6,701.2,210.0
145,42,0,248.9,59.4,330.0
145,43,1,464.7,432.3,4.5
146,33,1,319.9,83.9,309.5
146,38,1,235.2,126.4,28.2
146,39,1,486.7,210.8,318.2
146,40,0,626.9,85.8,30.0
146,41,0,173.1,714.2,210.0
146,42,0,241.4,46.4,330.0
146,43,1,465.9,417.4,4.5
146,45,0,549.1,394.0,6.0
146,46,0,250.9,406.0,186.0
146,47,0,469.3,267.8,306.0
147,33,1,308.4,74.4,309.5
147,38,1,242.3,113.2,28.2
147,39,1,476.7,199.7,318.2
147,40,0,634.4,72.8,30.0
147,41,0,165.6,727.2,210.0
147,42,0,233.9,33.5,330.0
147,43,1,467.1,402.4,4.5
147,45,0,550.7,379.1,6.0
147,46,0,249.3,420.9,186.0
147,47,0,457.2,259.0,306.0
148,33,1,296.8,64.8,309.5
148,38,1,249.4,100.0,28.2
148,39,1,466.7,188.5,318.2
148,40,0,641.9,59.9,30.0
148,41,0,158.1,740.1,210.0
148,42,0,226.4,20.5,330.0
148,43,1,468.3,387.5,4.5
148,45,0,552.3,364.1,6.0
148,46,0,247.7,435.9,186.0
148,47,0,445.1,250.2,306.0
149,33,1,285.2,55.3,309.5
149,38,1,256.5,86.8,28.2
149,39,1,456.7,177.3,318.2
149,40,0,649.4,46.9,30.0
149,41,0,150.6,753.1,210.0
149,42,0,218.9,7.5,330.0
149,43,1,469.4,372.5,4.5
149,45,0,553.8,349.2,6.0
149,46,0,246.2,450.8,186.0
149,47,0,432.9,241.4,306.0
150,33,1,273.7,45.7,309.5
150,38,1,263.5,73.6,28.2
150,39,1,446.7,166.1,318.2
150,40,0,656.9,33.9,30.0
150,41,0,143.1,766.1,210.0
150,43,1,470.6,357.6,4.5
150,45,0,555.4,334.3,6.0
150,46,0,244.6,465.7,186.0
150,47,0,420.8,232.6,306.0
150,48,1,537.9,402.9,9.0
151,33,1,262.1,36.2,309.5
151,38,1,270.6,60.3,28.2
151,39,1,436.7,155.0,318.2
151,40,0,664.4,20.9,30.0
151,41,0,135.6,779.1,210.0
151,43,1,471.8,342.6,4.5
151,45,0,557.0,319.4,6.0
151,46,0,243.0,480.6,186.0
151,47,0,408.7,223.8,306.0
151,48,1,540.3,388.0,9.0
152,33,1,250.5,26.6,309.5
152,38,1,277.7,47.1,28.2
152,39,1,426.7,143.8,318.2
152,40,0,671.9,7.9,30.0
152,41,0,128.1,792.1,210.0
152,43,1,473.0,327.7,4.5
152,45,0,558.5,304.5,6.0
152,46,0,241.5,495.5,186.0
152,47,0,396.5,214.9,306.0
152,48,1,542.6,373.2,9.0
153,33,1,239.0,17.1,309.5
153,38,1,284.8,33.9,28.2
153,39,1,416.7,132.6,318.2
153,43,1,474.1,312.7,4.5
153,45,0,560.1,289.5,6.0
153,46,0,239.9,510.5,186.0
153,47,0,384.4,206.1,306.0
153,48,1,544.9,358.4,9.0
154,33,1,227.4,7.6,309.5
154,38,1,291.9,20.7,28.2
154,39,1,406.7,121.4,318.2
154,43,1,475.3,297.7,4.5
154,45,0,561.7,274.6,6.0
154,46,0,238.3,525.4,186.0
154,47,0,372.3,197.3,306.0
154,48,1,547.3,343.6,9.0
155,38,1,299.0,7.4,28.2
155,39,1,396.7,110.2,318.2
155,43,1,476.5,282.8,4.5
155,45,0,563.2,259.7,6.0
155,46,0,236.8,540.3,186.0
155,47,0,360.1,188.5,306.0
155,49,1,482.4,684.8,34.6
156,39,1,386.7,99.1,318.2
156,43,1,477.7,267.8,4.5
156,45,0,564.8,244.8,6.0
156,46,0,235.2,555.2,186.0
156,47,0,348.0,179.7,306.0
156,49,1,491.0,672.4,34.6
157,39,1,376.7,87.9,318.2
157,43,1,478.9,252.9,4.5
157,45,0,566.4,229.9,6.0
157,46,0,233.6,570.1,186.0
157,47,0,335.9,170.9,306.0
157,49,1,499.5,660.1,34.6
158,39,1,366.7,76.7,318.2
158,43,1,480.0,237.9,4.5
158,45,0,567.9,215.0,6.0
158,46,0,232.1,585.0,186.0
158,47,0,323.7,162.0,306.0
158,49,1,508.0,647.7,34.6
159,39,1,356.7,65.5,318.2
159,43,1,481.2,223.0,4.5
159,45,0,569.5,200.0,6.0
159,46,0,230.5,600.0,186.0
159,47,0,311.6,153.2,306.0
159,49,1,516.6,635.4,34.6
160,39,1,346.7,54.3,318.2
160,43,1,482.4,208.0,4.5
160,45,0,571.1,185.1,6.0
160,46,0,228.9,614.9,186.0
160,47,0,299.4,144.4,306.0
160,49,1,525.1,623.1,34.6
161,39,1,336.7,43.2,318.2
161,43,1,483.6,193.1,4.5
161,45,0,572.6,170.2,6.0
161,46,0,227.4,629.8,186.0
161,47,0,287.3,135.6,306.0
161,49,1,533.6,610.7,34.6
162,39,1,326.7,32.0,318.2
162,43,1,484.7,178.1,4.5
162,45,0,574.2,155.3,6.0
162,46,0,225.8,644.7,186.0
162,47,0,275.2,126.8,306.0
162,49,1,542.1,598.4,34.6
162,50,0,535.5,508.5,342.0
162,51,0,264.5,291.5,162.0
162,52,0,561.7,336.9,282.0
163,39,1,316.7,20.8,318.2
163,43,1,485.9,163.2,4.5
163,45,0,575.8,140.4,6.0
163,46,0,224.2,659.6,186.0
163,47,0,263.0,118.0,306.0
163,49,1,550.7,586.0,34.6
163,50,0,530.8,494.2,342.0
163,51,0,269.2,305.8,162.0
163,52,0,547.0,333.8,282.0
164,39,1,306.7,9.6,318.2
164,43,1,487.1,148.2,4.5
164,45,0,577.3,125.4,6.0
164,46,0,222.7,674.6,186.0
164,47,0,250.9,109.1,306.0
164,49,1,559.2,573.7,34.6
164,50,0,526.2,479.9,342.0
164,51,0,273.8,320.1,162.0
164,52,0,532.3,330.7,282.0
165,43,1,488.3,133.3,4.5
165,45,0,578.9,110.5,6.0
165,46,0,221.1,689.5,186.0
165,47,0,238.8,100.3,306.0
165,49,1,567.7,561.4,34.6
165,50,0,521.6,465.7,342.0
165,51,0,278.4,334.3,162.0
165,52,0,517.6,327.6,282.0
166,43,1,489.4,118.3,4.5
166,45,0,580.5,95.6,6.0
166,46,0,219.5,704.4,186.0
166,47,0,226.6,91.5,306.0
166,49,1,576.2,549.0,34.6
166,50,0,516.9,451.4,342.0
166,51,0,283.1,348.6,162.0
166,52,0,503.0,324.4,282.0
166,53,1,447.0,417.6,80.6
167,43,1,490.6,103.3,4.5
167,45,0,582.1,80.7,6.0
167,46,0,217.9,719.3,186.0
167,47,0,214.5,82.7,306.0
167,49,1,584.8,536.7,34.6
167,50,0,512.3,437.1,342.0
167,51,0,287.7,362.9,162.0
167,52,0,488.3,321.3,282.0
167,53,1,461.8,415.2,80.6
168,43,1,491.8,88.4,4.5
168,45,0,583.6,65.8,6.0
168,46,0,216.4,734.2,186.0
168,47,0,202.4,73.9,306.0
168,49,1,593.3,524.3,34.6
168,50,0,507.7,422.9,342.0
168,51,0,292.4,377.1,162.0
168,52,0,473.6,318.2,282.0
168,53,1,476.6,412.7,80.6
169,43,1,493.0,73.4,4.5
169,45,0,585.2,50.9,6.0
169,46,0,214.8,749.1,186.0
169,47,0,190.2,65.1,306.0
169,49,1,601.8,512.0,34.6
169,50,0,503.0,408.6,342.0
169,51,0,297.0,391.4,162.0
169,52,0,459.0,315.1,282.0
169,53,1,491.4,410.3,80.6
170,43,1,494.1,58.5,4.5
170,45,0,586.8,35.9,6.0
170,46,0,213.2,764.1,186.0
170,47,0,178.1,56.2,306.0
170,49,1,610.3,499.7,34.6
170,50,0,498.4,394.3,342.0
170,51,0,301.6,405.7,162.0
170,52,0,444.3,312.0,282.0
170,53,1,506.2,407.8,80.6
171,43,1,495.3,43.5,4.5
171,45,0,588.3,21.0,6.0
171,46,0,211.7,779.0,186.0
171,47,0,166.0,47.4,306.0
171,49,1,618.9,487.3,34.6
171,50,0,493.7,380.1,342.0
171,51,0,306.3,419.9,162.0
171,52,0,429.6,308.8,282.0
171,53,1,521.0,405.4,80.6
171,54,1,450.3,601.7,59.3
172,43,1,496.5,28.6,4.5
172,45,0,589.9,6.1,6.0
172,46,0,210.1,793.9,186.0
172,47,0,153.8,38.6,306.0
172,49,1,627.4,475.0,34.6
172,50,0,489.1,365.8,342.0
172,51,0,310.9,434.2,162.0
172,52,0,414.9,305.7,282.0
172,53,1,535.8,402.9,80.6
172,54,1,463.2,594.0,59.3
173,43,1,497.7,13.6,4.5
173,47,0,141.7,29.8,306.0
173,49,1,635.9,462.6,34.6
173,50,0,484.5,351.5,342.0
173,51,0,315.5,448.5,162.0
173,52,0,400.3,302.6,282.0
173,53,1,550.6,400.5,80.6
173,54,1,476.1,586.4,59.3
174,47,0,129.6,21.0,306.0
174,49,1,644.5,450.3,34.6
174,50,0,479.8,337.3,342.0
174,51,0,320.2,462.7,162.0
174,52,0,385.6,299.5,282.0
174,53,1,565.4,398.0,80.6
174,54,1,489.0,578.7,59.3
175,47,0,117.4,12.2,306.0
175,49,1,653.0,438.0,34.6
175,50,0,475.2,323.0,342.0
175,51,0,324.8,477.0,162.0
175,52,0,370.9,296.4,282.0
175,53,1,580.2,395.5,80.6
175,54,1,501.9,571.1,59.3
176,47,0,105.3,3.3,306.0
176,49,1,661.5,425.6,34.6
176,50,0,470.6,308.7,342.0
176,51,0,329.4,491.3,162.0
176,52,0,356.2,293.3,282.0
176,53,1,595.0,393.1,80.6
176,54,1,514.8,563.4,59.3
177,49,1,670.0,413.3,34.6
177,50,0,465.9,294.5,342.0
177,51,0,334.1,505.5,162.0
177,52,0,341.6,290.1,282.0
177,53,1,609.8,390.6,80.6
177,54,1,527.7,555.7,59.3
178,49,1,678.6,400.9,34.6
178,50,0,461.3,280.2,342.0
178,51,0,338.7,519.8,162.0
178,52,0,326.9,287.0,282.0
178,53,1,624.6,388.2,80.6
178,54,1,540.6,548.1,59.3
179,49,1,687.1,388.6,34.6
179,50,0,456.7,265.9,342.0
179,51,0,343.3,534.1,162.0
179,52,0,312.2,283.9,282.0
179,53,1,639.4,385.7,80.6
179,54,1,553.5,540.4,59.3
179,55,0,462.4,615.5,314.0
179,56,0,337.6,184.5,134.0
179,57,0,617.8,453.7,254.0
180,49,1,695.6,376.3,34.6
180,50,0,452.0,251.7,342.0
180,51,0,348.0,548.3,162.0
180,52,0,297.6,280.8,282.0
180,53,1,654.2,383.3,80.6
180,54,1,566.4,532.8,59.3
180,55,0,451.6,605.1,314.0
180,56,0,348.4,194.9,134.0
180,57,0,603.4,457.8,254.0
181,49,1,704.1,363.9,34.6
181,50,0,447.4,237.4,342.0
181,51,0,352.6,562.6,162.0
181,52,0,282.9,277.7,282.0
181,53,1,669.0,380.8,80.6
181,54,1,579.3,525.1,59.3
181,55,0,440.8,594.6,314.0
181,56,0,359.2,205.4,134.0
181,57,0,589.0,462.0,254.0
182,49,1,712.7,351.6,34.6
182,50,0,442.8,223.1,342.0
182,51,0,357.2,576.9,162.0
182,52,0,268.2,274.5,282.0
182,53,1,683.8,378.4,80.6
182,54,1,592.2,517.5,59.3
182,55,0,430.0,584.2,314.0
182,56,0,370.0,215.8,134.0
182,57,0,574.6,466.1,254.0
182,58,1,334.8,418.0,116.1
183,49,1,721.2,339.2,34.6
183,50,0,438.1,208.9,342.0
183,51,0,361.9,591.1,162.0
183,52,0,253.5,271.4,282.0
183,53,1,698.6,375.9,80.6
183,54,1,605.1,509.8,59.3
183,55,0,419.3,573.8,314.0
183,56,0,380.7,226.2,134.0
183,57,0,560.1,470.2,254.0
183,58,1,348.3,424.6,116.1
184,49,1,729.7,326.9,34.6
184,50,0,433.5,194.6,342.0
184,51,0,366.5,605.4,162.0
184,52,0,238.9,268.3,282.0
184,53,1,713.4,373.5,80.6
184,54,1,618.0,502.2,59.3
184,55,0,408.5,563.4,314.0
184,56,0,391.5,236.6,134.0
184,57,0,545.7,474.4,254.0
184,58,1,361.7,431.2,116.1
185,49,1,738.3,314.6,34.6
185,50,0,428.9,180.3,342.0
185,51,0,371.1,619.7,162.0
185,52,0,224.2,265.2,282.0
185,53,1,728.2,371.0,80.6
185,55,0,397.7,553.0,314.0
185,56,0,402.3,247.0,134.0
185,57,0,531.3,478.5,254.0
185,58,1,375.2,437.8,116.1
186,49,1,746.8,302.2,34.6
186,50,0,424.2,166.1,342.0
186,51,0,375.8,633.9,162.0
186,52,0,209.5,262.1,282.0
186,53,1,743.0,368.6,80.6
186,55,0,386.9,542.5,314.0
186,56,0,413.1,257.5,134.0
186,57,0,516.9,482.6,254.0
186,58,1,388.7,444.4,116.1
187,49,1,755.3,289.9,34.6
187,50,0,419.6,151.8,342.0
187,51,0,380.4,648.2,162.0
187,52,0,194.9,258.9,282.0
187,53,1,757.8,366.1,80.6
187,55,0,376.1,532.1,314.0
187,56,0,423.9,267.9,134.0
187,57,0,502.5,486.8,254.0
187,58,1,402.1,451.0,116.1
187,59,1,412.7,513.0,104.5
188,49,1,763.8,277.5,34.6
188,50,0,414.9,137.5,342.0
188,51,0,385.1,662.5,162.0
188,52,0,180.2,255.8,282.0
188,53,1,772.6,363.6,80.6
188,55,0,365.3,521.7,314.0
188,56,0,434.7,278.3,134.0
188,57,0,488.1,490.9,254.0
188,58,1,415.6,457.6,116.1
188,59,1,427.2,516.7,104.5
189,49,1,772.4,265.2,34.6
189,50,0,410.3,123.3,342.0
189,51,0,389.7,676.7,162.0
189,52,0,165.5,252.7,282.0
189,53,1,787.4,361.2,80.6
189,55,0,354.5,511.3,314.0
189,56,0,445.5,288.7,134.0
189,57,0,473.6,495.0,254.0
189,58,1,429.1,464.2,116.1
189,59,1,441.7,520.5,104.5
190,49,1,780.9,252.9,34.6
190,52,0,150.8,249.6,282.0
190,55,0,343.7,500.9,314.0
190,56,0,456.3,299.1,134.0
190,57,0,459.2,499.2,254.0
190,58,1,442.5,470.9,116.1
190,59,1,456.2,524.3,104.5
191,49,1,789.4,240.5,34.6
191,52,0,136.2,246.5,282.0
191,55,0,332.9,490.4,314.0
191,56,0,467.1,309.6,134.0
191,57,0,444.8,503.3,254.0
191,58,1,456.0,477.5,116.1
191,59,1,470.8,528.0,104.5
191,60,1,444.0,406.8,143.0
192,49,1,797.9,228.2,34.6
192,52,0,121.5,243.4,282.0
192,55,0,322.1,480.0,314.0
192,56,0,477.9,320.0,134.0
192,57,0,430.4,507.4,254.0
192,58,1,469.5,484.1,116.1
192,59,1,485.3,531.8,104.5
192,60,1,453.0,418.8,143.0
193,52,0,106.8,240.2,282.0
193,55,0,311.4,469.6,314.0
193,56,0,488.7,330.4,134.0
193,57,0,416.0,511.6,254.0
193,58,1,482.9,490.7,116.1
193,59,1,499.8,535.6,104.5
193,60,1,462.0,430.8,143.0
194,52,0,92.1,237.1,282.0
194,55,0,300.6,459.2,314.0
194,56,0,499.4,340.8,134.0
194,57,0,401.5,515.7,254.0
194,58,1,496.4,497.3,116.1
194,59,1,514.3,539.3,104.5
194,60,1,471.1,442.7,143.0
195,52,0,77.5,234.0,282.0
195,55,0,289.8,448.8,314.0
195,56,0,510.2,351.2,134.0
195,57,0,387.1,519.8,254.0
195,58,1,509.9,503.9,116.1
195,59,1,528.8,543.1,104.5
195,60,1,480.1,454.7,143.0
195,61,0,357.2,675.7,290.0
195,62,0,442.8,124.3,110.0
195,63,0,617.3,574.9,230.0
196,52,0,62.8,230.9,282.0
196,55,0,279.0,438.3,314.0
196,56,0,521.0,361.7,134.0
196,57,0,372.7,524.0,254.0
196,58,1,523.3,510.5,116.1
196,59,1,543.4,546.9,104.5
196,60,1,489.1,466.7,143.0
196,61,0,343.1,670.6,290.0
196,62,0,456.9,129.4,110.0
196,63,0,605.8,584.6,230.0
197,52,0,48.1,227.8,282.0
197,55,0,268.2,427.9,314.0
197,56,0,531.8,372.1,134.0
197,57,0,358.3,528.1,254.0
197,58,1,536.8,517.1,116.1
197,59,1,557.9,550.6,104.5
197,60,1,498.1,478.7,143.0
197,61,0,329.0,665.4,290.0
197,62,0,471.0,134.6,110.0
197,63,0,594.4,594.2,230.0
198,52,0,33.5,224.6,282.0
198,55,0,257.4,417.5,314.0
198,56,0,542.6,382.5,134.0
198,57,0,343.9,532.2,254.0
198,58,1,550.3,523.7,116.1
198,59,1,572.4,554.4,104.5
198,60,1,507.2,490.7,143.0
198,61,0,314.9,660.3,290.0
198,62,0,485.1,139.7,110.0
198,63,0,582.9,603.9,230.0
198,64,1,225.5,420.8,119.3
199,52,0,18.8,221.5,282.0
199,55,0,246.6,407.1,314.0
199,56,0,553.4,392.9,134.0
199,57,0,329.4,536.4,254.0
199,58,1,563.7,530.3,116.1
199,59,1,586.9,558.2,104.5
199,60,1,516.2,502.6,143.0
199,61,0,300.8,655.2,290.0
199,62,0,499.2,144.8,110.0
199,63,0,571.4,613.5,230.0
199,64,1,238.5,428.1,119.3
200,52,0,4.1,218.4,282.0
200,55,0,235.8,396.7,314.0
200,56,0,564.2,403.3,134.0
200,57,0,315.0,540.5,254.0
200,58,1,577.2,536.9,116.1
200,59,1,601.4,561.9,104.5
200,60,1,525.2,514.6,143.0
200,61,0,286.7,650.0,290.0
200,62,0,513.3,150.0,110.0
200,63,0,559.9,623.1,230.0
200,64,1,251.6,435.4,119.3
201,55,0,225.0,386.3,314.0
201,56,0,575.0,413.7,134.0
201,57,0,300.6,544.7,254.0
201,58,1,590.7,543.5,116.1
201,59,1,615.9,565.7,104.5
201,60,1,534.3,526.6,143.0
201,61,0,272.6,644.9,290.0
201,62,0,527.4,155.1,110.0
201,63,0,548.4,632.8,230.0
201,64,1,264.7,442.8,119.3
202,55,0,214.2,375.8,314.0
202,56,0,585.8,424.2,134.0
202,57,0,286.2,548.8,254.0
202,58,1,604.1,550.1,116.1
202,59,1,630.5,569.5,104.5
202,60,1,543.3,538.6,143.0
202,61,0,258.5,639.8,290.0
202,62,0,541.5,160.2,110.0
202,63,0,536.9,642.4,230.0
202,64,1,277.8,450.1,119.3
203,55,0,203.4,365.4,314.0
203,56,0,596.6,434.6,134.0
203,57,0,271.8,552.9,254.0
203,58,1,617.6,556.8,116.1
203,59,1,645.0,573.2,104.5
203,60,1,552.3,550.5,143.0
203,61,0,244.4,634.6,290.0
203,62,0,555.6,165.4,110.0
203,63,0,525.4,652.1,230.0
203,64,1,290.9,457.4,119.3
204,55,0,192.7,355.0,314.0
204,56,0,607.3,445.0,134.0
204,57,0,257.4,557.1,254.0
204,58,1,631.1,563.4,116.1
204,59,1,659.5,577.0,104.5
204,60,1,561.3,562.5,143.0
204,61,0,230.3,629.5,290.0
204,62,0,569.7,170.5,110.0
204,63,0,513.9,661.7,230.0
204,64,1,304.0,464.7,119.3
205,55,0,181.9,344.6,314.0
